,,,,,,,,,,,,,,,,,,,
국가,제목,전시 정보,설명,작가명,전시 시작,전시 종료,국가,지역,장소(건물명),장르,전시 스타일,예약링크,전시 상세 링크,위도,경도,전화번호,영업시간,가격,주소
,Marcel Duchamp,20세기 현대미술을 조명하는 대규모 회고 기획전,"현대미술의 패러다임을 근본적으로 뒤바꾼 마르셀 뒤샹의 예술 세계를 집대성한 대규모 회고전이다. 전시는 1900년대 초반부터 1968년까지 이어진 그의 전 생애 작업을 300여 점에 걸쳐 소개하며, 회화와 조각, 드로잉, 문서, 설치 등 다양한 매체를 총망라한다.
초기 실험작부터 개념미술의 기원을 수립한 역작들까지 이어지는 구성은 뒤샹이 미술사에 남긴 전환의 순간들을 일목요연하게 보여준다. 1913년 뉴욕 아머리 쇼에서 강렬한 반응을 이끌며 근대미술 논쟁의 중심에 선 계단을 내려오는 누드 2번, 사물을 예술로 전환하는 개념을 확립한 레디메이드 작품 분수, 유리판 위에 제작한 총각에게 벗겨진 신부 같은 대표작들은 뒤샹 예술의 혁신성과 논쟁적 성격을 다시 생각하게 만든다.
이번 전시는 작품을 만드는 행위 자체, 예술의 정체성, 작가와 저작권, 감상자의 역할 같은 질문을 제기했던 뒤샹의 미학적 실험을 심층적으로 해설한다. 나아가 그의 태도와 사고방식이 이후 개념미술, 미니멀리즘, 포스트모던 아트에 어떤 영향을 남겼는지를 역사적 맥락 속에서 입체적으로 조명한다.
전시 종료 후에는 필라델피아 미술관과 파리 퐁피두 센터로 이어지는 국제 순회가 예정되어 있어, 뒤샹의 문제의식과 현대미술에 대한 통찰이 세계 주요 미술 기관에서 연속적으로 공유될 예정이다.",Marcel Duchamp,4/12/26,8/22/26,미국,뉴욕,"MoMA, 6층 
알렉산드라 코헨 특별전시센터","현대미술, 회화","미디어 아트, 퍼포먼스","사회적 메시지 전달 퍼포먼스와 멀티미디어 결합, 소통과 반응 중심",https://visit.moma.org/select,https://www.moma.org/calendar/exhibitions/5820,40.7614,-73.9776,(212) 708-9685,"10시~17시 30분
금 10시~20시 30분",
,Suzanne Jackson: What Is Love,60년 예술 활동을 총망라한 색채 실험 중심의 기획 회고전,"이 전시는 Suzanne Jackson의 60년 넘는 예술 경력을 기념하며, 그녀가 구축해 온 독창적인 조형 세계를 폭넓게 조명한다. 잭슨은 색채와 빛, 구조를 실험적으로 다루는 회화와 드로잉 작업으로 잘 알려져 있으며, 초기에는 캔버스 위에 여러 층을 쌓아 환상적 분위기를 만들어내는 방식에 집중했다. 이러한 초기 작업은 시각적인 깊이와 감수성을 동시에 갖추고 있어 그녀의 예술 세계가 어떻게 형성되었는지를 보여주는 중요한 출발점이 된다.

전시는 시간이 흐르며 변화한 잭슨의 작업 방식도 함께 소개한다. 최근에는 회화적 요소를 입체 구조로 확장해 삼차원 페인팅을 선보이고 있으며, 조상 전통과 문화적 기억을 반영한 재료들을 적극적으로 활용해 작품의 물성과 상징성을 강화했다. 이러한 재료 실험은 단순한 미학을 넘어 문화적 유산과 정체성을 예술적으로 풀어내는 시도로 해석된다.

환경 위기와 이주 문제를 다룬 대형 설치 작품도 이번 전시의 중요한 요소다. 잭슨은 사회적 현실을 예술적 언어로 변환해 관객에게 시각적 울림을 전달하며, 인간과 환경, 공동체의 상호 연결성을 다시 생각하게 한다. 그녀의 작업은 개인적 서사와 사회적 맥락을 조화롭게 결합하며, 예술이 공동체와 문화에 어떤 역할을 할 수 있는지에 대한 질문을 던진다.

이 회고전은 잭슨의 다재다능한 예술적 성취뿐 아니라, 예술교육과 커뮤니티 활동에 대한 기여도 함께 다루어 그녀가 지역사회에 남긴 영향도 입체적으로 보여준다. 다양한 시기의 작품을 통해 예술가로서의 성장을 따라가며, 그녀가 남긴 폭넓은 예술적 유산을 균형 있게 경험할 수 있는 전시다.",Suzanne Jackson,5/14/26,8/23/26,미국,미니애폴리스,Walker Art Center,"현대미술, 회화","미디어 아트, 사운드 기반, 인터랙티브","청각 장애와 대화형 사운드 설치, 언어와 소리를 경험적 방식으로 재구성",https://secure.walkerart.org/events?_ga=2.98455007.1988281566.1760374558-1917315174.1760374548,https://walkerart.org/calendar/2026/suzanne-jackson-what-is-love,44.9833,-93.2766,612-375-760,"월, 화 휴무 
수 10시~17시 
목 10시~21시
금~일 10시~17시 

10:00~17:00 (목~일)",
,Pintoricchio Magnified: An Immersive Conservation Experience,디지털 기술을 이용한 회화 보존과정 참여형 경험 중심 기획전,"15세기 이탈리아 화가 핀토리키오의 대표작 Virgin and Child의 복원 과정을 대형 디지털 디스플레이와 몰입형 콘텐츠로 체험할 수 있는 전시다. 1900년대 복원 처리로 인해 가려졌던 원래의 색감과 섬세한 붓질은 최신 보존 과학 기술을 통해 다시 드러났으며, 회화와 보존과학이 결합한 첨단 전시 형식으로 작품의 숨겨진 층위를 재조명한다.

관람객은 여러 레이어를 확대하고 재조합하는 인터랙티브 방식으로 작품의 구조와 역사적 변화를 직접 확인할 수 있다. 이를 통해 르네상스 회화가 지닌 예술적 가치를 넘어, 보존미학과 기술적 복원의 중요성을 다각적으로 경험하는 기회를 제공한다.",Pintoricchio,8/10/25,8/23/26,미국,클리블랜드,"Cleveland Museum of Art, 115 Manuscripts and Textiles","회화, 역사/고전 미술","인터랙티브, 몰입형, 미디어 아트","고전 회화 복원 과정과 미술사적 의미 몰입적 시각화, 대화형 체험 포함",무료,https://www.clevelandart.org/exhibitions/pintoricchio-magnified-immersive-conservation-experience,41.5075,-81.6114,216-421-7350,"월 휴무
화,목,토,일 10시~17시 
수,금 10시~21시",
,State Fairs: Growing American Craft,미국 주별 박람회 공예와 문화 전통 조명하는 대규모 공예·역사 기획전,"5년간의 현장 조사와 연구를 바탕으로 완성된 이번 전시는 미국 전역 박람회에서 발견되는 공예의 개인적 서사와 지역사회 전통을 폭넓게 소개한다. 약 240여 점의 작품, 50개 주의 사진 갤러리, 현장 조각 및 시연 프로그램으로 구성되며, 미국 농경지 문화 속에서 형성된 공예의 사회적 의미와 공동체적 가치를 재조명한다.

텍사스 주 페어의 대형 부츠, 아이오와 주의 버터 조각 등 박람회 특유의 시각적 즐거움을 담은 대표적 오브제들도 함께 선보인다. 지역 예술가와 4-H 클럽이 참여한 다채로운 아카이브는 미국 각 지역의 문화적 특성과 예술적 창의성을 하나의 장에 모아, 박람회가 지닌 예술·역사·공동체의 힘을 입체적으로 경험할 수 있도록 한다.",다수 작가,8/22/25,9/7/26,미국,워싱턴,Smithsonian American Art Museum,공예,몰입형,미국 전통 공예의 진화와 문화적 중요성 다룸,무료 입장,https://americanart.si.edu/exhibitions/state-fairs,38.8913,-77.0261,(202) 633-7970,10시~17시 30분,
,"Revolutions: Art from the Hirshhorn Collection, 1860–1960",모더니즘과 추상주의 중심 19~20세기 현대미술 컬렉션 대규모 전시,"19세기 후반부터 20세기 중반까지 이어진 과학적 발전, 철학적 전환, 기계화 흐름 속에서 형성된 모더니즘과 추상주의의 전개를 조망하는 대규모 전시다. 히르슈혼 미술관 설립자 조셉 히르슈혼이 기증한 6,000여 점의 컬렉션 가운데 주요 작품 200여 점을 선별해 선보이며, 프랜시스 베이컨, 잭슨 폴록, 파블로 피카소, 조지아 오키프 등 현대미술의 중요한 변곡점을 만든 거장들의 작품을 포함한다.

또한 동시대 작가 19인의 작품을 함께 소개해, 역사적 맥락 속에서 현대 미술이 어떻게 확장되고 있는지 한눈에 볼 수 있도록 구성하였다. 모더니즘의 태동부터 형식 실험이 심화되는 과정까지, 과거와 현재를 잇는 미술사의 흐름을 입체적으로 경험할 수 있는 전시다.",다수 작가,3/22/24,11/29/26,미국,워싱턴,Hirshhorn Museum,근대 미술,공간 연출형,19~20세기 혁명과 사회 변화 주제 역사적 회화 위주 전시,무료 입장,https://hirshhorn.si.edu/exhibitions/revolutions-art-from-the-hirshhorn-collection-1860-1960/,38.8887,-77.0219,202-633-1000,"월 12~17시 30분 
화~일 10시~17시 30분 
12월 25일 휴무",
,Isaac Julien: [미상],인종·사회 문제를 영상 설치로 탐구하는 현대 영상 미술 개인전,"Isaac Julien은 영상, 사진, 퍼포먼스 등 다양한 매체를 활용해 인종적 정체성, 사회·정치적 구조, 디아스포라 경험을 예술적으로 탐색해 온 작가다. 그의 작업은 복잡한 사회적 문제를 시적이면서도 심미적인 영상 언어로 풀어내며, 대중문화와 역사적 서사에 새로운 시각을 부여하는 비평적 접근으로 높이 평가받는다.

전시 일정은 아직 확정되지 않았으나, 그의 작품은 SAAM 영상 미술 프로그램의 중요한 축을 이루며 다매체 예술과 사회 참여 미술이 교차하는 지점을 선명하게 보여준다. 줄리언의 깊이 있는 서사적 구성과 영상적 리듬은 동시대 사회를 해석하는 또 다른 관점을 제시한다.",Isaac Julien,12/8/23,12/6/26,미국,워싱턴,Smithsonian American Art Museum,"미디어/디지털 아트, 현대 미술","미디어 아트, 몰입형","(정보 제한) 영상과 설치 예술 중심, 사회 문제와 역사 탐구 가능성",https://americanart.si.edu/visit,https://americanart.si.edu/exhibitions/isaac-julien,38.8913,-77.0261,(202) 633-7970,11시 30분~19시,
,Adam Pendleton: Love Queen,"흑인 문화와 미국 역사, 정치적 담론을 시각적으로 탐구하는 설치 및 멀티미디어 개인전","아담 펜들턴의 회화, 영상, 퍼포먼스, 설치 등 다양한 매체를 아우르는 작업을 통해 흑인 문화와 아프리카계 미국인의 역사적 경험을 심층적으로 탐구하는 개인전이다. 언어 예술과 퍼포먼스를 결합한 독창적 표현 방식을 기반으로 정체성, 정치적 발화, 사회 운동의 서사를 시각적으로 풀어내며, 역사적 자료와 현대 예술 형식이 유기적으로 결합된 작업 세계를 제시한다.

전시는 혁명, 저항, 연대라는 핵심 주제를 여러 층위에서 조명하며, 개인적·집단적 기억이 어떻게 예술적 언어로 전환되는지를 살핀다. 펜들턴 특유의 리듬감 있는 구성과 반복적 텍스트 구조는 관람객으로 하여금 동시대 사회를 바라보는 새로운 관점을 경험하게 한다.",Adam Pendleton,4/4/25,1/3/27,미국,워싱턴,Hirshhorn Museum,"현대미술, 설치, 미디어/디지털 아트","공간 연출형, 미디어 아트","텍스트와 영상 매체 활용, 인종과 정체성 문제 탐구",무료 입장,https://hirshhorn.si.edu/exhibitions/adam-pendleton-love-queen/,38.8887,-77.0219,202-633-1000,"월 12~17시 30분 
화~일 10시~17시 30분 
12월 25일 휴무",
,Guggenheim POP,팝 아트와 대중문화가 미술에 미친 영향을 탐구하는 기획전,"이 전시는 대중문화와 현대 예술의 경계를 유연하게 넘나드는 Guggenheim POP 전시로, 팝아트와 대중이미지, 미디어 문화가 미술에 남긴 영향의 흐름을 폭넓게 다룬다. 앤디 워홀과 로이 리히텐슈타인, 이브 클라인 등 20세기 대표 작가들부터 현재 활발히 활동 중인 신진 작가들까지 다양한 작품들이 함께 구성되어, 대중적 아이콘과 예술적 실험이 만나는 지점을 입체적으로 보여준다.

전시는 팝아트가 등장한 사회 문화적 배경과 이후 시각예술의 변화를 시간의 흐름 속에서 자연스럽게 연결하며, 이미지 소비 문화와 미술이 서로 어떤 방식으로 영향을 주고받았는지를 탐색한다. 관람객은 시대의 변화가 시각언어에 어떤 흔적을 남겼는지, 그리고 예술가들이 대중미디어의 상징과 감각을 어떻게 재해석했는지를 다층적으로 경험할 수 있다.",다수 아티스트,6/5/26,1/10/27,미국,뉴욕,Guggenheim Museum,"근대 미술, 팝아트","공간 연출형, 미디어 아트","팝아트 중심 전시, 대중문화와 예술 융합 시각적 연출",https://www.guggenheim.org/buy-tickets,https://www.guggenheim.org/exhibition/guggenheim-pop,40.7829,-73.959,212-423-3500,10시~17시 30분,
,Taryn Simon,"권력과 정보, 언론의 관계를 시각화한 사진·비디오 설치 개인전","이 전시는 사진과 비디오, 텍스트, 설치 작업 전반을 아우르는 Taryn Simon의 대규모 개인전으로, 권력과 법, 언론, 정보 체계에 대한 그의 집요한 탐구를 중심에 둔다. 작가는 드러나지 않은 사실과 공식 기록의 빈틈을 시각적으로 구조화하며, 통제와 감시, 진실 생산의 메커니즘이 어떤 방식으로 작동하는지 명확하게 드러낸다.

Simon의 작품은 철저한 리서치와 정제된 미학을 기반으로, 권력과 진실 사이에 존재하는 복잡하고 다층적인 관계를 분석적 시각으로 제시한다. 다양한 국가와 기관을 가로지르는 그의 프로젝트는 동시대 사회 구조와 정보의 흐름을 다시 바라보게 만들며, 포스트모던 미술에서 그가 차지하는 중요한 위치를 확인시킨다. 관람객은 이 전시를 통해 진실의 형성과 소멸, 그리고 기록과 권력의 상호작용을 깊이 있게 성찰할 수 있다.",Taryn Simon,9/18/26,3/14/27,미국,뉴욕,Guggenheim Museum,"사진, 현대 미술, 미디어/디지털 아트","공간 연출형, 미디어 아트","사회적 네러티브와 개인 기록, 영상과 사진 통한 비판적 탐구",https://www.guggenheim.org/buy-tickets,https://www.guggenheim.org/exhibition/taryn-simon,40.7829,-73.959,212-423-3500,10시~17시 30분,
,Big Things for Big Rooms,"대형 설치 및 조각 작품 집중 조명, 관람객 경험과 공간 미학을 실험하는 현대미술 기획전","40점이 넘는 대형 설치미술과 조각 작품을 통해 현대미술의 공간적 스케일과 관람 경험을 집중적으로 조명하는 전시다. 거대한 구조물과 실험적 조형물들이 미술관 공간 전체에 펼쳐지며, 과거와 현재를 넘나드는 다양한 장르의 시도가 동시대 미술의 확장성을 드러낸다.

전시는 공간을 미디어 실험과 물리적 체험의 장으로 변모시키며, 관객이 작품과 직접 소통하고 관계를 형성하는 새로운 감상 방식을 제안한다. 감각적 몰입과 장소 기반 경험을 통해 현대 설치미술이 지닌 영향력과 가능성을 깊이 있게 체험할 수 있는 자리다.",다수 작가,11/21/25,7/4/27,미국,워싱턴,Hirshhorn Museum,"현대미술, 설치미술, 조각","공간 연출형, 몰입형","대형 설치 작품과 조각 작품 초점, 공간성과 물리성 극대화",무료 입장,https://hirshhorn.si.edu/exhibitions/big-things-for-big-rooms/,38.8887,-77.0219,202-633-1000,"월 12~17시 30분 
화~일 10시~17시 30분 
12월 25일 휴무",
,Odili Donald Odita: Songs from Life,"음악에서 영감을 얻은 대형 페인팅 커미션. 색채와 추상적 패턴이 공간을 채우며 음악과 회화, 방문객이 어우러지는 현장성 있는 인터랙티브 작업. 현대미술과 음악의 융합을 시각화하며 공동체 감성과 표현의 자유를 탐색한다.","Odili Donald Odita의 현장 페인팅 커미션은 음악에서 비롯된 감각적 에너지와 추상 회화의 역동성이 결합된 대규모 작품으로, 전시장의 벽면 전체를 리듬과 색채의 장으로 전환한다. 작가는 음악을 구성하는 리듬과 박자, 감정의 진폭을 색과 선의 조합으로 번역하며 하나의 시각적 ‘노래’를 만들어낸다.

공간에 퍼지는 색의 흐름은 단순한 장식적 패턴이 아니라 감정과 기억을 자극하는 일종의 다감각적 경험으로 확장되며, 관람객은 그 안을 걸으며 회화와 음악이 공유하는 에너지와 해방의 감각을 자연스럽게 체감하게 된다. 작품은 개인과 공동체를 연결하는 감정의 파동을 시공간적 스케일로 펼쳐 보이며, 추상 회화가 음악처럼 직접적이고 자유로운 감정의 언어가 될 수 있음을 강렬하게 제시한다.",Odili Donald Odita,정보 없음,2026 봄,미국,뉴욕,"MoMA, 1층, 1층","현대 미술, 회화","공간 연출형, 인터랙티브",추상적 색채 사용과 음악적 리듬을 시각적으로 표현한 대형 회화 전시,https://visit.moma.org/select,https://www.moma.org/calendar/exhibitions/5794,40.7614,-73.9776,(212) 708-9685,"10시~17시 30분
금 10시~20시 30분",
,Face Value: Celebrity Press Photography,"셀러브리티의 초창기 사진 제작과 매체 조작 과정을 심층 분석. 워홀, 프레스 사진가 등 60명 이상의 작업 포함으로 연예인 이미지의 미디어적 가공과 대중문화 형성 과정을 포괄적 시각에서 조명.","이 전시는 할리우드와 대중문화 속 유명 인물들의 이미지가 만들어지고 확산되는 과정을 초기 프레스 사진과 잡지 이미지 생산의 역사적 맥락에서 조명한다. 당시 미디어 산업이 스타의 외모와 서사를 어떻게 구성하고 편집했는지, 그리고 그 과정에서 이미지가 이상화되고 신화화되는 구조를 세밀하게 분석한다.

앤디 워홀을 비롯한 60명 이상의 작가들이 참여한 작품들은 유명 인사 사진이 단순한 기록을 넘어 하나의 아이콘으로 변모하는 과정을 예술적·문화적 시각에서 해석하며, 성별과 인종, 권력 구조가 미디어 이미지에 스며드는 방식을 비판적으로 다룬다. 전시는 미디어 이미지 제작의 이면, 조작과 재가공의 흔적, 그리고 대중이 스타를 소비하는 방식까지 폭넓게 드러내면서 현대 미디어 아트의 기원과 셀러브리티 문화가 사회에 미친 영향까지 통합적으로 탐구한다.",Andy Warhol 외 60명 이상,9/10/25,2026 봄,미국,뉴욕,"MoMA, 1층, 가든 파크","사진, 근대 미술, 팝아트",미디어 아트,"대중문화와 언론 속 셀러브리티 이미지 집중, 현대 사회 이슈 비판적 관점 조명",https://visit.moma.org/select,https://www.moma.org/calendar/exhibitions/5839,40.7614,-73.9776,(212) 708-9685,"10시~17시 30분
금 10시~20시 30분",
,American Landscapes in Watercolor from the Corcoran Collection,미국 역사적 풍경과 자연을 다양한 시기 수채화로 재현한 풍경화 대규모 전시,"미국 초기 탐험가와 예술가들은 지도 제작과 자연 경관 기록을 위해 수채화를 활용했으며, 이러한 시각적 기록 방식은 19세기에 이르러 대규모 완성작으로 발전했다. 본 전시는 워싱턴 기념비, 뉴잉글랜드 해안, 그랜드캐니언, 요세미티, 허드슨 강 계곡, 지역 정원 등 미국을 대표하는 장소들을 담은 30여 점의 수채화 작품을 통해 미국 풍경의 광범위한 스펙트럼과 회화적 진화를 조명한다.

수채화가 탐사 도구에서 예술적 매체로 성장하는 과정이 드러나며, 지역별 자연환경과 시대적 감수성이 반영된 작품들은 미국 풍경화의 형성과 변화를 입체적으로 보여준다.",다수 작가,2025.08.02,2026.02.01,미국,워싱턴,"National Gallery of Art, West Building, Ground Floor, Gallery 22","회화, 근대 미술",공간 연출형,"미국 수채화 풍경화 집중, 지속가능한 자연 표현",https://www.nga.gov/visit,https://www.nga.gov/exhibitions/american-landscapes-watercolor-corcoran-collection,38.8913,-77.0199,202-737-4215,10시~17시,
,"Back and Forth: Rozeal., Titian, Cezanne",6세기 및 여러 문화 간 예술 작품의 상호 참조와 재해석을 조명하는 회화 전시,"Rozeal.의 현대 회화afro.died, T.(2011)부터 세잔의 Boy in a Red Waistcoat 그리고 티치아노의 Venus with a Mirror에 이르기까지, 서로 다른 시대와 문화적 배경을 지닌 작품들이 한 자리에 모여 시각적 유사성과 해석의 가능성을 공유한다. 전시는 시대적 거리를 넘어서는 형식·주제·표현의 연결성을 조명하며, 과거와 현재가 어떻게 예술적 대화를 형성하는지를 탐색한다.

다양한 작품들이 생성하는 상호 참조와 재해석의 층위는 예술이 시간과 공간을 초월해 지속적으로 변주된다는 사실을 보여준다. 이를 통해 관람객은 전통과 동시대성이 교차하는 지점을 새롭게 이해하며, 예술사의 흐름을 확장적으로 바라볼 수 있는 경험을 얻게 된다.","Rozeal., Titian, Cezanne",2025.04.26,2026.04.26,미국,워싱턴,"National Gallery of Art, West Building, Main Floor, Gallery 11","회화, 역사/고전 미술, 근대 미술, 현대 미술",공간 연출형,"고전부터 현대까지 대조와 연결, 미술사적 흐름 내러티브적 전시",https://www.nga.gov/visit,https://www.nga.gov/exhibitions/back-and-forth-rozeal-titian-cezanne,38.8913,-77.0199,202-737-4215,10시~17시,
,In the Tower: Chakaia Booker: Treading New Ground,타이어 재활용 소재를 활용해 환경 문제와 흑인 아메리칸 경험을 탐구하는 현대 조각 설치 전시,"Chakaia Booker는 버려진 타이어를 절단하고 꼬아 조형적 구조로 재탄생시키는 작업을 통해 산업 폐기물의 환경적 영향과 물질이 지닌 사회적 맥락을 탐구해 온 작가다. 이번 전시는 Acid Rain(2001), Echoes in Black(1996), It’s So Hard to Be Green(2000) 등 대형 조각 작품을 중심으로, 타이어라는 재료가 지닌 역사성과 미래적 의미를 다층적으로 조명한다.

또한 Foundling Warrior Quest 사진 작업을 함께 소개해, 재료의 변형 과정과 조각적 언어가 만들어내는 새로운 서사를 시각적으로 확장한다. 부커의 작품은 블랙 아메리칸 커뮤니티의 생존, 회복력, 힘을 상징하는 은유적 장치로 기능하며, 물질과 정체성, 환경을 교차시키는 동시대 조각의 중요한 흐름을 보여준다.",Chakaia Booker,2025.04.05,2026.08.02,미국,워싱턴,"National Gallery of Art, East Building Tower Level","현대 미술, 조각, 설치 미술",공간 연출형,"재료와 구조 창의적 활용, 신체성·사회성 주제 설치미술",https://www.nga.gov/visit,https://www.nga.gov/exhibitions/tower-chakaia-booker-treading-new-ground,38.8913,-77.0199,202-737-4215,10시~17시,
,Taking Back Our Space: Photographic Perspectives,페미니즘·젠더 관점에서 공간과 신체성을 탐구하는 사진전,"이 전시는 독일 사진작가 Marianne Wex가 1972년부터 진행한 장기 프로젝트를 중심으로 젠더화된 신체 언어와 사회적 규범을 분석한다. Wex는 일상 공간에서 포착한 남성과 여성의 자세, 몸의 기울기, 손의 위치, 공간 점유 방식 등을 체계적으로 수집해 신체가 어떻게 사회적 통념과 권력 구조를 드러내는지를 시각적으로 드러냈다.
전시에서는 그녀가 수십 년간 축적한 사진 자료와 아카이브, 인터뷰 기록을 바탕으로 신체와 사회적 기대 사이의 복잡한 관계를 다층적으로 탐구한다. 이는 개인의 몸이 사회 제도와 문화적 규범에 의해 형성된다는 점을 명확하게 보여주며, 젠더 정체성과 권력, 일상의 비가시적 구조를 다시 해석하게 한다.
Wex의 연구 기반 작업은 페미니즘 미술사에서 중요한 사례로 평가되며, 관람객은 이 전시를 통해 신체 언어가 사회적 태도와 젠더 규범을 어떻게 내면화하고 재생산하는지 깊이 이해할 수 있다.",Marianne Wex,9/20/26,2027 봄,미국,뉴욕,MoMA 2층,"사진, 현대 미술",미디어 아트,"인물 중심 다큐멘터리 사진, 공동체와 개인 관계 조명",https://visit.moma.org/select,https://www.moma.org/calendar/exhibitions/5678,40.7614,-73.9776,(212) 708-9685,"10시~17시 30분
금 10시~20시 30분",
,Expansive Presentation of Jean-Michel Basquiat,"현대미술 컬렉션의 핵심, 바스키아의 대표작 대규모 설치 회화전. 미공개작·다양한 매체 교차로 작가의 예술적 궤적을 집중 조명하는 상시 기획전","The Broad가 소장한 장 미셸 바스키아의 대표 작품들을 대규모로 소개하는 전시로, Untitled(1981), Beef Ribs Longhorn(1982) 등을 비롯해 1981년부터 1984년 사이에 제작된 주요 회화와 콜라주 작업들이 한자리에 설치된다. 아크릴, 오일스틱, 스프레이, 콜라주, 복합 지지체 등 다양한 재료를 결합한 작품들을 가까운 거리에서 감상할 수 있어, 바스키아의 폭발적 에너지와 조형적 실험을 생생하게 경험할 수 있다.

전시는 바스키아 특유의 원초적 드로잉, 흑인 정체성과 역사적 기억, 거리 문화와 서브컬처, 사회 비판적 언어가 뒤섞여 만들어내는 강렬한 시각 세계를 조명한다. 파편적 텍스트, 상징, 구조적 변형을 결합한 그의 회화적 실험은 주류 현대미술의 문법을 재정의한 중요한 전환점으로 평가되며, 이번 전시는 이러한 미학의 깊이와 확장성을 집중적으로 보여준다.",Jean-Michel Basquiat,상시,미정,미국,LA,The Broad Museum 3층,"팝아트, 회화, 현대미술",공간 연출형,"바스키아트 대표작 대규모 전시. 그래피티, 회화, 드로잉 등 혼합 매체를 통해 현대 미술과 아프리카계 미국 문화 반영",무료,https://www.thebroad.org/art/featured-installations/expansive-presentation-jean-michel-basquiat,34.0544,-118.2506,213-232-6206,"화,수,금 11시~17시
목 11시~20시
토·일 10시~18시",
,Expansive Presentation of Andy Warhol,팝아트 대가 앤디 워홀의 대표작 26점 대규모 상설 설치/컬렉션 회고전,"The Broad소장한 앤디 워홀의 주요 작품 26점을 집중 조명하는 전시로, Mao(1973), 40 Gold Marilyns(1980), Liz [Early Colored Liz] 등 핵심 시리즈가 대규모로 설치된다. 실크스크린 기법을 중심으로 한 워홀의 초상화 작업은 대중문화 아이콘, 사회적 의미, 개인적 비극이 교차하는 팝아트의 결정적 장면을 선명하게 드러낸다.

이번 전시는 초창기 실험부터 후기 작업에 이르기까지 워홀의 전 생애와 예술적 궤적을 아우르며, 반복 이미지, 색채 변주, 스타 이미지의 신격화·소비화 등 그의 시각 언어가 어떻게 현대미술의 흐름을 재구성했는지를 입체적으로 보여준다. 이를 통해 관람객은 팝아트의 상징적 지점이자 동시대 문화 비평가로서의 워홀을 깊이 있게 이해할 수 있다.",Andy Warhol,상시,미정,미국,LA,The Broad Museum 3층,"팝아트, 근대 미술",공간 연출형,"팝 아트의 상징 워홀 작품 총망라, 실크스크린, 영상 등 다양한 매체 혼합. 대중문화와 소비사회 비판적 공간 연출",무료,https://www.thebroad.org/art/featured-installations/expansive-presentation-andy-warhol,34.0544,-118.2506,213-232-6206,"화,수,금 11시~17시
목 11시~20시
토·일 10시~18시",
이탈리아,"Inserzioni: Guglielmo Castelli, Lydia Ourahmane, Oscar Murillo",현대 국제 미술계 주요 아티스트 3인의 신작·실험적 설치·회화와 사회문화적 맥락,"본 전시는 구글리엘모 카스텔리, 리디아 우라흐마네, 오스카 무리요 등 국제적 현대미술가들이 사회, 공동체, 시간, 기억의 주제를 회화·설치·영상 등 각기 다른 매체로 해석하는 대형 기획전이다. 현장 맞춤형 신작을 비롯해 과거와 현재 사회가 직면한 갈등, 이주와 전환, 정체성의 문제를 다루는 서사적 탐구가 전시 전반에 걸쳐 펼쳐진다.

전시 공간 곳곳에는 공동 창작 프로젝트와 관객 참여형 장치가 마련되어, 작품과 관람 경험이 상호작용하는 역동적 구성이 이루어진다. 각 작가의 독자적 미학은 병렬적으로 배열되거나 서로 교차하며, 현시대 예술이 사회적 실천과 개인적 서사를 어떻게 촉발하고 매개하는지 생생하게 보여준다.

관람객은 이 전시를 통해 현대 미술이 사회·정치적 현실을 직면하고 재해석하는 동시에, 공동체와 개인의 목소리를 잇는 촉진자이자 경계자로 기능하는 방식을 깊이 있게 경험하게 된다.","Guglielmo Castelli, Lydia Ourahmane, Oscar Murillo",9/26/25,2/1/26,이탈리아,토리노,Castello di Rivoli,"현대미술, 회화, 설치, 사회적실천",공간 연출형,"현대 설치작품과 비디오, 문화적, 정치적 주제 반영",https://www.castellodirivoli.org/en/buy-tickets-2/,https://www.castellodirivoli.org/en/mostra/inserzioni-guglielmo-castelli-lydia-ourahmane-oscar-murillo/,45.0767,7.5057,39 011 9565 222,"수~금 10시~17시
토~일 11시~18시",
